Surveyid for internal use (e.g. RI link),Response Date,2019 Testing,City,Country,Region Level 1,Region Level 2,Region Level 3,Region Level 4,Gender (GSS),Age,Property,Hotel Code,Spirit code,Survey Brand for Export,Confirmation Number,Grouping Number,Grouping Code,Tour Number,Booking Location Code,Net Revenue,Room Revenue,Promo Code,Package Plan,Rate Plan Code,Special Request Code,Days between booking and check-in,Checkin date,Checkout date,Checked In by,Checked Out By,Length of Stay (number of days),Room Number,Room Type,Tower Name,Tower Description,F&B Codes,Top 50 Guests,LP tier,Group/Transient,Purpose of Visit,Primary Purpose of Visit (Other Comment),Survey Language,NPS Segment - GSS,Likelihood to Recommend,Customer Service,Staff sincerely cared,Check-In Process,Condition of Hotel,Remembers me and my preferences,Guest room,Tranquility of Room,Overall F&B Experience,Hyatt LP Enhanced My Stay,Satisfaction with LP Member Benefits,Cleanliness of Room and bathroom - Y/N,Working Order,Helpfulness Of Staff,Property Anticipated Guest Needs,Staff Responsiveness To Guest Needs,Check-in experience with [=e_hy_gss_check_in_by_first_name] - Expectations,Overall food and beverage - Expectations,World of Hyatt Benefits - Expectations,Comments Concatenated,Additional Feedback on Overall Stay,Staff interactions:,Guest Room and Hotel Condition:,Food and Beverage (open end):,LP Module add feedback comment,Overall Satisfaction with Breakfast - Comment,Willingness to Discuss Stay,Alert Status,All Log Notes Combined (New Line),TA Country,TA Overall Score,TA Review Title,TA Review,Type of Trip,TA Service,TA Value,TA Sleep Quality,TA Cleanliness,TA Location,TA Rooms,Spa NPS,Quality of Treatment,Customer Service at spa,Availability of Appointments,Cleanliness / Maintenance,Special Request Fulfillment,Additional Feedback about spa,Airport Pick-Up Experience,Retail Experiences,Used Mobile Entry Feature?,OSAT Mobile Entry,"If you did not use the Mobile Entry feature, why not?",What did you like most or least about the Mobile Entry feature?,Mobile Entry – Convenience,NPS Evolution Group,Cleanliness of Room and bathroom - Y/N,Everything working as expected in room Y/N,Check in experience - Expectations,Cleanliness of room and bathroom - Expectations,Overall experience - Expectations,Everything working in room - Expectations,Helpfulness of staff - Expectations,World of Hyatt Benefits - Expectations,Experience with Restaurants,Improve Stay,Details about Rating,Requested to be Contacted,My room was clean,Everything in my guest room was working as expected,Helpfulness of staff - Expectations,Quality of food and beverage - Expectation,Check-in experience,Food and beverage experience - Expectations,World of Hyatt benefits - Expectations,Please provide any other feedback about your stay,I’m willing to answer a few more questions,Food & beverage additional comment,Food & Beverage Ambience - Expectations,Food & Beverage Menu variety - Expectations,Food & Beverage Service - Expectations,Food & Beverage Value for the money - Expectations,Food Quality - Expectations,World of Hyatt Program  - Y/N,Fitness Center - Y/N,Club - Y/N,Spa - Y/N,Pool  - Y/N,Shuttle  - Y/N,Parking - Y/N,Location - Y/N,World of Hyatt Program - Expectations,Fitness Center - Expectations,Location - Expectations,Parking - Expectations,Club - Expectations,Shuttle - Expectations,Pool - Expectations,Spa - Expectations,World of Hyatt Program Comment,Fitness Center Comment,Location Comment,Parking Comment,Pool Comment,Shuttle Comment,Spa Comment,Club Comment,Satisfaction with Suite Upgrade,Fresh water made available daily,"Upgraded room, based on availability at check-in",Expedited check-in at a dedicated area,Late checkout upon request,Enjoy Waived Resort/Destination fees﻿ on Free Night Awards,Club lounge access awards,Complimentary parking on free night awards,Club lounge access or complimentary full breakfast daily,Priority access to available rooms when checking in early,Access to complimentary breakfast daily,Flex Option,Overall Satisfaction - In-Stay App [5-star rating],Tier (In-Stay),Negative Experience Feedback,Opera Status,Day of Stay,Number of Nights,OS Type (Mobile),Resolution Status,Alert Closure Time (in Hours),Environment,Survey Sub-Type,Restaurant 1 Choice,Service,Quality of food/drinks,Ambience,Menu variety,F&B Meal Period 1,Restaurant 1 Meal Period Other,Restaurant 1 Additional Feedback,Restaurant 2 Choice,Service,Quality of food/drinks,Ambience,Menu variety,F&B Meal Period 2,Restaurant 2 Meal Period Other,Restaurant 2 Additional Feedback,Restaurant 3 Choice,Service,Quality of food/drinks,Ambience,Menu variety,F&B Meal Period 3,Restaurant 3 Meal Period Other,Restaurant 3 Additional Feedback,Restaurant 1 Name,Restaurant 1: Meal Period,Restaurant 1: Service,Restaurant 1: Quality of food/drinks,Restaurant 1: Ambience,Restaurant 1: Menu variety,Restaurant 1: Value for the money,Restaurant 1: Additional Details,Restaurant 2 Name,Restaurant 2: Meal Period,Restaurant 2: Service,Restaurant 2: Quality of food/drinks,Restaurant 2: Ambience,Restaurant 2: Menu variety,Restaurant 2: Value for the money,Restaurant 2: Additional Details,Device,Guestroom & Bathroom Clean?,Everything working as expected,Details about working order,Arrival staff exceed expectations?,Arrival staff met expectations?,Additional Feedback,Additional Guest Comment or Request,Contact Choice (In-Stay),Were the restaurant associates helpful?,Did the quality of food meet your expectations?,Please provide any additional details about your dining experience:,Number to Call:,Number to Text:,Details about helpfulness,Details about food quality,Did you use the spa during your stay?,Were you traveling with children?,Please provide any additional details about your dining experience:,Arrival Experience,Quality of Sleep,Overall WOH Program Experience,Anticipates my needs,Provides an experience that is meaningful and memorable for me,Did you visit the spa during your stay?,Specific feedback about the cleanliness/working order of room,Post Stay Flex Option,Contact Method [InMoment FnB],[In-Stay] Email,[In-Stay] Phone Number,Cleanliness / Hygiene,Contactless Options,Demonstrating Care,Employee Safety,World of Hyatt Benefits,Overall Performance (Adapting Operations),Example of felt cared and improvement comment,Overall Breakfast Experience,Cleanliness and Working Order,Issue Related To,Additional Comment / Request - Y/N,Comment,Availability of appointment(s) and treatment type,Cleanliness / Maintenance of the Spa,Customer service experienced at the Spa,Likelihood to Recommend Spa,Overview of treatment and wellness intention,Quality of treatment(s) received,Special request fulfillment,Activities and Experiences,WOH App Experience,Corridor/hallway: Water stations,Feel about the room's style and decor,Guest room: Bathroom lighting,Guest room: Main lighting,Guest room: Seating area,Guest room: Wardrobe/closet,Improvement detail,One word to describe guest rooms,One word to describe the ‘talk shop’ lobby lounge,Digital features used during stay,Digital Check-In (Likely Scale),Digital Chat (Likely Scale),Digital Key (Likely Scale),Digital WOH App (Likely Scale),Digital Chromecast (Likely Scale),Digital features additional feedback,Overall Delivery Of Housekeeping Services,Improvement to meet expectations,Team Member Exceeded Expectations,Were you welcomed as a World of Hyatt Member?,Felt more connected to myself and others,Felt more present in the moment,Felt a stronger sense of gratttitude,My experience was memorable,Digital check-in meet my needs (Agree Scale),Digital chat meet my needs (Agree Scale),Digital key meet my needs (Agree Scale),Digital WOH App meet my needs (Agree Scale),In-room Chromecast meet my needs (Agree Scale),In-room Chromecast easy to find (Agree Scale),In-room Chromecast easy to use (Agree Scale),Digital check-in easy to use (Agree Scale),Digital check-in easy to find (Agree Scale),Digital chat easy to use (Agree Scale),Digital chat easy to find (Agree Scale),Digital key easy to use (Agree Scale),Digital key easy to find (Agree Scale),Digital WOH App easy to use (Agree Scale),Digital WOH App easy to find (Agree Scale),Support Of My Health And Wellbeing While Traveling,Satisfaction with Activities Selected,Activity Name,"To what extent did the activity or activities impact your likelihood to
recommend this hotel?",'Activity Improvement' Flex Question,'Other' Flex Question,Post-Stay Flex Option,Activity 1 Choice,Wellbeing Activity 1 OSAT,Activity 2 Choice,Wellbeing Activity 2 OSAT,Activity 3 Choice,Wellbeing Activity 3 OSAT,Activity 4 Choice,Wellbeing Activity 4 OSAT,Activity 5 Choice,Wellbeing Activity 5 OSAT,Activity 6 Choice,Wellbeing Activity 6 OSAT,Spa Experience,Food And Beverage Amenity,Social Media Source,Overall Experience Comment (High Score),Overall Experience Comment (Average Score),Overall Experience Comment (Low Score),Guest Segment,Enjoy Most Comment,Recognize Staff Comment
329810504,2025-05-26 17:30:14,,Green Bay,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,66-75,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,933922001,KNC5,CONV,GRPS,GRBRG,366.00,366.00,,,G-KNC5,PARK,16,2025-05-15 00:00:00,2025-05-18 00:00:00,KOLTON MADLEM,ANASTASIA LIZARRAGA,3,0217,ST12,,2nd Floor,,No,,Group,Conference/Convention,,English,Passives,8,9,,9,8,,,,10,,,Yes,No,4,3,5,,,, ; ; ;The ceiling fan in the bathroom did not work.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,,,,,,,Yes,New,"2025-05-26 17:34:37] Alert Created: Post-Stay Working Order = No: Post-Stay Working Order = No; 
2025-05-26 17:37:00] Alert status set to New",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,The ceiling fan in the bathroom did not work.,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,,,,,,,,,,,,,,,,,,,,,,
330692071,2025-05-26 16:59:54,,Wausau,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,56-65,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,2029804901,JHVW,CONV,GRPS,OMGDS,183.48,174.00,,,G-JHVW,PARK,200,2025-05-23 00:00:00,2025-05-25 00:00:00,NIKO BUZZELLI,MELODY RUIZ,2,0222,ST12,,2nd Floor,,No,,Group,Conference/Convention,,English,Detractors,6,7,,9,6,,,,5,,,Yes,No,4,4,4,,,, ; ; ;Your shower and sink were clogged - slow drain and charged wrong for parking on one room; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Your shower and sink were clogged - slow drain and charged wrong for parking on one room,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,,,,,,,,,,,,,,,,,,,,,,
330710610,2025-05-26 16:57:36,,Milwaukee,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,46-55,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,6629336401,MYHI,SPEC,MYHI,OMGDS,625.00,625.00,,,MYHI,"MEMB,KING,PARK,NOSV,WEBO,NOLP",5,2025-05-23 00:00:00,2025-05-25 00:00:00,NIKO BUZZELLI,ANASTASIA LIZARRAGA,2,0802,ST31,,8th Floor,,No,MEMB,Transient,Visit family/friends,,English,Promoters,9,9,,10,10,,,,N/A,,,Yes,No,4,3,4,,,," ; ; ;The telephone was not working. I just called the front desk using my cell.; ; ;There was no parking on Saturday night. As a woman traveling alone,it was unnerving walking from the parking structure alone after dark.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ","There was no parking on Saturday night. As a woman traveling alone,it was unnerving walking from the parking structure alone after dark.",,,,,,Yes,New,"2025-05-26 17:01:41] Alert Created: Post-Stay Working Order = No: Post-Stay Working Order = No; 
2025-05-26 17:04:42] Alert status set to New",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,The telephone was not working. I just called the front desk using my cell.,WoH,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,,,,,,,,,,,,,,,,,,,,Conventional Members,,
330672863,2025-05-26 16:06:58,,Menomonee Falls,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,36-45,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,3010950702,JHVW,CONV,GRPS,GRBRG,286.72,261.00,,,G-JHVW,"MEMB,PARK,NOSV,WEBO",199,2025-05-22 00:00:00,2025-05-25 00:00:00,NIKO BUZZELLI,HYATT PLATFORM SERVICES,3,0706,ST12,,7th Floor,2050,No,MEMB,Group,Conference/Convention,,English,Promoters,10,10,,10,9,,,,8,,,Yes,Yes,5,5,5,,,, ; ; ; ; ; ;I didn’t love the new menu at the restaurant but really that’s no big deal. We stay here every year and are always so happy to be back!; ; ; ; ; ;I’m more of a picky eater so I wasn’t thrilled with the new menu. But service was great! And the food I did get was pretty good.;I got a coffee drink every morning. The barista was nice and very efficient.; ; ; ; ; ; ; ; ; ; ,I didn’t love the new menu at the restaurant but really that’s no big deal. We stay here every year and are always so happy to be back!,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,PUB 333,10,9,9,5,Dinner,,I’m more of a picky eater so I wasn’t thrilled with the new menu. But service was great! And the food I did get was pretty good.,The Market,10,10,8,9,Drinks/snack only,,I got a coffee drink every morning. The barista was nice and very efficient.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,9,,,,,WoH,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,Food and Beverage Experience,,,,,,,,,,,,,,,,,,,Conventional Members,,
330668614,2025-05-26 15:51:43,,Waukesha,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,56-65,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,3439638501,RACK,RACK,RACK,OMGDS,303.00,303.00,,,RACK,PARK,97,2025-05-23 00:00:00,2025-05-25 00:00:00,ANASTASIA LIZARRAGA,ANASTASIA LIZARRAGA,2,0714,ST12,,7th Floor,,No,MEMB,Transient,Wedding,,English,Promoters,9,9,,10,10,,,,9,,,Yes,Yes,4,4,4,,,, ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,8,,,,,WoH,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,None of the Above,,,,,,,,,,,,,,,,,,,,,
330700246,2025-05-26 15:33:40,,Cedarburg,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,46-55,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,704829601,JHVW,CONV,GRPS,OMGDS,430.07,261.00,,,G-JHVW,"PARK,VIPP,WEBO,MEMB",200,2025-05-22 00:00:00,2025-05-25 00:00:00,NIKO BUZZELLI,HYATT PLATFORM SERVICES,3,0219,ST22,,2nd Floor,"2000,2050",No,MEMB,Group,Conference/Convention,,English,Promoters,10,10,,10,10,,,,10,,,Yes,Yes,5,4,5,,,, ; ; ; ; ;Really enjoyed chatting with Tristan at the bar. Great service.;Really appreciated Margo upgrading our room. Very pleasant surprise.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,Really appreciated Margo upgrading our room. Very pleasant surprise.,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,10,,,,,WoH,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,Really enjoyed chatting with Tristan at the bar. Great service.,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,None of the Above,,,,,,,,,,,,,,,,,,,,,
330693853,2025-05-26 15:08:46,,Iron Mountain,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,76+,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,3757175901,JHVW,CONV,GRPS,OMARO,450.46,390.00,,,G-JHVW,"MEMB,PARK",198,2025-05-21 00:00:00,2025-05-25 00:00:00,KOLTON MADLEM,MELODY RUIZ,4,0434,ST12,,4th Floor,"2050,2000",No,MEMB,Group,Special occasion,,English,Promoters,10,10,,10,8,,,,8,,,Yes,Yes,,,,,,, ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,10,,,,,WoH,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,,,,,,,,,,,,,,,,,,,,,,
330693053,2025-05-26 15:04:16,,Plymouth,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,36-45,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,3835241001,GSDS,DISC,GSDS,OMGDS,214.96,196.00,,,GSDS,"PARK,MEMB",4,2025-05-24 00:00:00,2025-05-25 00:00:00,JAMES PRITCHETT,ANASTASIA LIZARRAGA,1,0326,ST12,,3rd Floor,,No,MEMB,Transient,Personal vacation,,English,Promoters,10,10,,10,10,,,,10,,,Yes,Yes,Not Applicable,Not Applicable,5,,,, ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,10,,,,,WoH,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,None of the Above,,,,,,,,,,,,,,,,,,,Conventional Members,,
330443680,2025-05-26 14:29:24,,Green Bay,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,66-75,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,540544801,OEIM,CONV,GRPS,OMGDS,457.92,420.00,,,G-OEIM,PARK,84,2025-05-19 00:00:00,2025-05-23 00:00:00,ANASTASIA LIZARRAGA,ANASTASIA LIZARRAGA,4,0720,ST12,,7th Floor,,No,MEMB,Group,Conference/Convention,,English,Detractors,5,8,,10,5,,,,10,,,Yes,No,3,3,2,,,," ; ; ;you never did get the heat to work in the room--the excuse was that the hotel switched over to cooling for the season, and then told me later in the week that they switched back-but stilll did not get any heat.;yes--get the heat to work--and not just bringing up a space heater.; ;your hotel appearance seems very dated.; ; ; ; ; ; ; ; ;no--you asked me if i would answer more questions--so what are the questions?; ; ; ; ; ; ; ; ",your hotel appearance seems very dated.,,,,,,Yes,New,"2025-05-26 14:32:26] Alert Created: Post-Stay Working Order = No: Post-Stay Working Order = No; 
2025-05-26 14:34:54] Alert status set to New",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,N/A,,,,"you never did get the heat to work in the room--the excuse was that the hotel switched over to cooling for the season, and then told me later in the week that they switched back-but stilll did not get any heat.",WoH,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,yes--get the heat to work--and not just bringing up a space heater.,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,no--you asked me if i would answer more questions--so what are the questions?,Other,,,,,,,,,,,,,,,,,,,,,
330084904,2025-05-26 00:43:05,,,USA,AMERICAS,AMERICAS FRANCHISE,Americas Franchise - Full Service,Americas Franchise - Full Service,,26-35,Hyatt Regency Green Bay (GRBRG),GRBRG,GRBRG,Hyatt Regency,4715565301,WWR20,VOLM,VOLM,OMGDS,619.20,619.20,,,WWR20,,12,2025-05-19 00:00:00,2025-05-20 00:00:00,KOLTON MADLEM,DANIEL CASTANEDA,1,0304,ST12,,3rd Floor,,No,,Transient,Business meeting,,French,Promoters,10,10,,10,10,,,,7,,,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,,,, ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-Stay Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""""",,,,,",,,,,,,,,,,,,,,,,,,,,,,,,
